"fileName","callerClass","callerMethod","line#","relationInfo","calleeName","calleeProperty,"TypeInfo","expressionValue"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".constructor","83.00037","pickUpedName","completionIdentifiers","","","PromiseCompletionWalker.completionIdentifiers"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".","87.00011","TS.MethodDefined","PromiseCompletionWalker","visitNode","(node: any) => void","/**
need to make this public so it can invoked from parent walker

(@param)?\W+node *\W+ !! missing description.
"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitNode","87.00031","define.Parameter","visitNode","node","any","/*Args:*/<any>node"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitNode","88.00025","call.arguments[0]","super","visitNode","any","(/*Args:*/<any>node)"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitNode","88.00025","calls","super","visitNode","void","((/*Args:*/<any>node))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".","91.00011","TS.MethodDefined","PromiseCompletionWalker","isAlwaysCompleted","() => boolean","@return  !! missing description.
"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".isAlwaysCompleted","91.00043","Conditional","/*<PromiseCompletionWalker>*/ this.wasCompleted","","/*IfStatement*/ boolean/* no Else Clause*/","this.wasCompleted"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".isAlwaysCompleted","93.00019","return","","","boolean","true"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".isAlwaysCompleted","94.00010","Conditional","! this.hasBranches","","/*IfStatement*/ boolean/* no Else Clause*/","! this.hasBranches"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".isAlwaysCompleted","96.00019","return","","","boolean","false"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".isAlwaysCompleted","98.00021","return","","","boolean","this.allBranchesCompleted"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".","101.00014","TS.MethodDefined","PromiseCompletionWalker","visitIfStatement","(node: any) => void","(@param)?\W+node *\W+ !! missing description.
"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","101.00041","define.Parameter","visitIfStatement","node","any","/*Args:*/<any>node"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","102.00027","Assign","/*<PromiseCompletionWalker>*/ this","hasBranches","= /*boolean*/","{|this.hasBranches |,| true|} "
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","102.00027","pickUpedName","/*<PromiseCompletionWalker>*/ this","hasBranches","","{|this.hasBranches |,| true|} "
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","105.00012","TS.VariableDeclaration","","ifAnalyzer","PromiseCompletionWalker",""
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","105.00059","calls","/*<PromiseCompletionWalker>*/ this","getSourceFile","any","()"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","105.00059","pickUpedName","/*<PromiseCompletionWalker>*/ this","getSourceFile","","()"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","105.00101","Assign","ifAnalyzer","","PromiseCompletionWalker","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, PromiseCompletionWalker.completionIdentifiers))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","105.00101","ref.type","PromiseCompletionWalker","","",""
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","105.00101","pickUpedName","/*<PromiseCompletionWalker>*/ this","","","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, PromiseCompletionWalker.completionIdentifiers))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","105.00101","pickUpedName","/*<PromiseCompletionWalker>*/ this","walkerOptions","","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, PromiseCompletionWalker.completionIdentifiers))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","105.00101","pickUpedName","/*<PromiseCompletionWalker>*/ this","completionIdentifiers","","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, PromiseCompletionWalker.completionIdentifiers))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","106.00012","TS.VariableDeclaration","","elseAnalyzer","PromiseCompletionWalker",""
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","106.00061","calls","/*<PromiseCompletionWalker>*/ this","getSourceFile","any","()"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","106.00061","pickUpedName","/*<PromiseCompletionWalker>*/ this","getSourceFile","","()"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","106.00103","Assign","elseAnalyzer","","PromiseCompletionWalker","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, PromiseCompletionWalker.completionIdentifiers))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","106.00103","ref.type","PromiseCompletionWalker","","",""
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","106.00103","pickUpedName","/*<PromiseCompletionWalker>*/ this","","","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, PromiseCompletionWalker.completionIdentifiers))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","106.00103","pickUpedName","/*<PromiseCompletionWalker>*/ this","walkerOptions","","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, PromiseCompletionWalker.completionIdentifiers))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","106.00103","pickUpedName","/*<PromiseCompletionWalker>*/ this","completionIdentifiers","","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, PromiseCompletionWalker.completionIdentifiers))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","108.00035","call.arguments[0]","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, PromiseCompletionWalker.completionIdentifiers))","visitNode","any","(/*Args:*/<any>node).thenStatement"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","108.00035","calls","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, PromiseCompletionWalker.completionIdentifiers))","visitNode","void","((/*Args:*/<any>node).thenStatement)"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","108.00050","Conditional","! ifAnalyzer.isAlwaysCompleted()","","/*IfStatement*/ boolean","! (new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, PromiseCompletionWalker.completionIdentifiers)).isAlwaysCompleted()"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","110.00025","calls","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, PromiseCompletionWalker.completionIdentifiers))","isAlwaysCompleted","boolean","()"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","111.00040","Assign","/*<PromiseCompletionWalker>*/ this","allBranchesCompleted","= /*boolean*/","{|this.allBranchesCompleted |,| false|} "
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","111.00040","pickUpedName","/*<PromiseCompletionWalker>*/ this","allBranchesCompleted","","{|this.allBranchesCompleted |,| false|} "
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","112.00015","Conditional","node.elseStatement != null","","/*IfStatement*/ boolean/* no Else Clause*/","(/*Args:*/<any>node).elseStatement != null"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","112.00041","Compare","node","elseStatement","!= /*null*/","null"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","112.00041","CompareR","null","","/*Reverse*/!= /*any*/","(/*Args:*/<any>node).elseStatement"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","113.00041","call.arguments[0]","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, PromiseCompletionWalker.completionIdentifiers))","visitNode","any","(/*Args:*/<any>node).elseStatement"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","113.00041","calls","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, PromiseCompletionWalker.completionIdentifiers))","visitNode","void","((/*Args:*/<any>node).elseStatement)"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","113.00056","Conditional","! elseAnalyzer.isAlwaysCompleted()","","/*IfStatement*/ boolean/* no Else Clause*/","! (new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, PromiseCompletionWalker.completionIdentifiers)).isAlwaysCompleted()"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","114.00031","calls","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, PromiseCompletionWalker.completionIdentifiers))","isAlwaysCompleted","boolean","()"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","115.00044","Assign","/*<PromiseCompletionWalker>*/ this","allBranchesCompleted","= /*boolean*/","{|this.allBranchesCompleted |,| false|} "
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitIfStatement","115.00044","pickUpedName","/*<PromiseCompletionWalker>*/ this","allBranchesCompleted","","{|this.allBranchesCompleted |,| false|} "
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".","121.00014","TS.MethodDefined","PromiseCompletionWalker","visitCallExpression","(node: any) => void","(@param)?\W+node *\W+ !! missing description.
"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression","121.00044","define.Parameter","visitCallExpression","node","any","/*Args:*/<any>node"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression","121.00067","Conditional","node.expression.kind === SyntaxKind.current().Identifier","","/*IfStatement*/ boolean/* no Else Clause*/","(/*Args:*/<any>node).expression.kind === SyntaxKind.current().Identifier"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression","123.00049","calls","SyntaxKind","current","SyntaxKind","()"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression","123.00059","ref.varName","SyntaxKind.current()","Identifier","number",""
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression","123.00059","Compare","node.expression","kind","=== /*number*/","SyntaxKind.current().Identifier"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression","123.00059","CompareR","SyntaxKind.current()","","/*Reverse*/=== /*any*/","(/*Args:*/<any>node).expression.kind"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression","123.00072","Conditional","/*<PromiseCompletionWalker>*/ this.isCompletionIdentifier(node.expression)","","/*IfStatement*/ boolean/* no Else Clause*/","this.isCompletionIdentifier((/*Args:*/<any>node).expression)"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression","124.00050","call.arguments[0]","/*<PromiseCompletionWalker>*/ this","isCompletionIdentifier","any","(/*Args:*/<any>node).expression"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression","124.00050","calls","/*<PromiseCompletionWalker>*/ this","isCompletionIdentifier","boolean","((/*Args:*/<any>node).expression)"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression","124.00050","pickUpedName","/*<PromiseCompletionWalker>*/ this","isCompletionIdentifier","","((/*Args:*/<any>node).expression)"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression","125.00036","Assign","/*<PromiseCompletionWalker>*/ this","wasCompleted","= /*boolean*/","{|this.wasCompleted |,| true|} "
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression","125.00036","pickUpedName","/*<PromiseCompletionWalker>*/ this","wasCompleted","","{|this.wasCompleted |,| true|} "
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression","125.00042","return","","","void",""
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression","130.00012","TS.VariableDeclaration","","referenceEscaped","boolean",""
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression;Utils.exists(Arguments[1])","130.00070","call.func","Utils","exists","(argument: any) => boolean",""
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression;Utils.exists(Arguments[1])","130.00085","define.Parameter","argument","","any","/*Args:*/<any>argument"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression;Utils.exists(Arguments[1])","131.00048","call.arguments[0]","/*<PromiseCompletionWalker>*/ this","isCompletionIdentifier","any","(/*Args:*/<any>argument)"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression;Utils.exists(Arguments[1])","131.00048","calls","/*<PromiseCompletionWalker>*/ this","isCompletionIdentifier","boolean","((/*Args:*/<any>argument))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression;Utils.exists(Arguments[1])","131.00048","pickUpedName","/*<PromiseCompletionWalker>*/ this","isCompletionIdentifier","","((/*Args:*/<any>argument))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression;Utils.exists(Arguments[1])","131.00048","return","","","boolean","this.isCompletionIdentifier((/*Args:*/<any>argument))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression","131.00048","call.arguments[0]","Utils","exists","any","(/*Args:*/<any>node).arguments"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression","131.00048","call.arguments[1]","Utils","exists","(argument: any) => boolean","/**(argument: any) => boolean**/"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression","131.00048","calls","Utils","exists","boolean","((/*Args:*/<any>node).arguments, /**(argument: any) => boolean**/)"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression","131.00048","Assign","referenceEscaped","","boolean","Utils.exists((/*Args:*/<any>node).arguments, /**(argument: any) => boolean**/)"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression","132.00012","Conditional","referenceEscaped","","/*IfStatement*/ boolean/* no Else Clause*/","Utils.exists((/*Args:*/<any>node).arguments, /**(argument: any) => boolean**/)"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression","134.00032","Assign","/*<PromiseCompletionWalker>*/ this","wasCompleted","= /*boolean*/","{|this.wasCompleted |,| true|} "
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression","134.00032","pickUpedName","/*<PromiseCompletionWalker>*/ this","wasCompleted","","{|this.wasCompleted |,| true|} "
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression","134.00038","return","","","void",""
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression","137.00035","call.arguments[0]","super","visitCallExpression","any","(/*Args:*/<any>node)"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitCallExpression","137.00035","calls","super","visitCallExpression","any","((/*Args:*/<any>node))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".","141.00014","TS.MethodDefined","PromiseCompletionWalker","visitArrowFunction","(node: any) => void","(@param)?\W+node *\W+ !! missing description.
"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitArrowFunction","141.00043","define.Parameter","visitArrowFunction","node","any","/*Args:*/<any>node"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitArrowFunction","143.00012","TS.VariableDeclaration","","nonShadowedIdentifiers","any[]",""
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitArrowFunction","143.00096","call.arguments[0]","/*<PromiseCompletionWalker>*/ this","getNonShadowedCompletionIdentifiers","any","(/*Args:*/<any>node)"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitArrowFunction","143.00096","calls","/*<PromiseCompletionWalker>*/ this","getNonShadowedCompletionIdentifiers","any[]","((/*Args:*/<any>node))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitArrowFunction","143.00096","pickUpedName","/*<PromiseCompletionWalker>*/ this","getNonShadowedCompletionIdentifiers","","((/*Args:*/<any>node))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitArrowFunction","143.00096","Assign","nonShadowedIdentifiers","","any[]","this.getNonShadowedCompletionIdentifiers((/*Args:*/<any>node))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitArrowFunction","143.00096","pickUpedName","/*<PromiseCompletionWalker>*/ this","getNonShadowedCompletionIdentifiers","","this.getNonShadowedCompletionIdentifiers((/*Args:*/<any>node))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitArrowFunction","144.00012","TS.VariableDeclaration","","analyzer","PromiseCompletionWalker",""
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitArrowFunction","144.00057","calls","/*<PromiseCompletionWalker>*/ this","getSourceFile","any","()"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitArrowFunction","144.00057","pickUpedName","/*<PromiseCompletionWalker>*/ this","getSourceFile","","()"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitArrowFunction","144.00093","Assign","analyzer","","PromiseCompletionWalker","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, this.getNonShadowedCompletionIdentifiers((/*Args:*/<any>node))))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitArrowFunction","144.00093","ref.type","PromiseCompletionWalker","","",""
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitArrowFunction","144.00093","pickUpedName","/*<PromiseCompletionWalker>*/ this","","","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, this.getNonShadowedCompletionIdentifiers((/*Args:*/<any>node))))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitArrowFunction","144.00093","pickUpedName","/*<PromiseCompletionWalker>*/ this","walkerOptions","","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, this.getNonShadowedCompletionIdentifiers((/*Args:*/<any>node))))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitArrowFunction","145.00033","call.arguments[0]","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, this.getNonShadowedCompletionIdentifiers((/*Args:*/<any>node))))","visitNode","any","(/*Args:*/<any>node).body"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitArrowFunction","145.00033","calls","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, this.getNonShadowedCompletionIdentifiers((/*Args:*/<any>node))))","visitNode","void","((/*Args:*/<any>node).body)"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitArrowFunction","145.00039","Conditional","analyzer.isAlwaysCompleted()","","/*IfStatement*/ boolean/* no Else Clause*/","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, this.getNonShadowedCompletionIdentifiers((/*Args:*/<any>node)))).isAlwaysCompleted()"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitArrowFunction","146.00022","calls","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, this.getNonShadowedCompletionIdentifiers((/*Args:*/<any>node))))","isAlwaysCompleted","boolean","()"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitArrowFunction","147.00032","Assign","/*<PromiseCompletionWalker>*/ this","wasCompleted","= /*boolean*/","{|this.wasCompleted |,| true|} "
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitArrowFunction","147.00032","pickUpedName","/*<PromiseCompletionWalker>*/ this","wasCompleted","","{|this.wasCompleted |,| true|} "
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".","151.00014","TS.MethodDefined","PromiseCompletionWalker","visitFunctionExpression","(node: any) => void","(@param)?\W+node *\W+ !! missing description.
"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitFunctionExpression","151.00048","define.Parameter","visitFunctionExpression","node","any","/*Args:*/<any>node"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitFunctionExpression","153.00012","TS.VariableDeclaration","","nonShadowedIdentifiers","any[]",""
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitFunctionExpression","153.00096","call.arguments[0]","/*<PromiseCompletionWalker>*/ this","getNonShadowedCompletionIdentifiers","any","(/*Args:*/<any>node)"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitFunctionExpression","153.00096","calls","/*<PromiseCompletionWalker>*/ this","getNonShadowedCompletionIdentifiers","any[]","((/*Args:*/<any>node))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitFunctionExpression","153.00096","pickUpedName","/*<PromiseCompletionWalker>*/ this","getNonShadowedCompletionIdentifiers","","((/*Args:*/<any>node))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitFunctionExpression","153.00096","Assign","nonShadowedIdentifiers","","any[]","this.getNonShadowedCompletionIdentifiers((/*Args:*/<any>node))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitFunctionExpression","153.00096","pickUpedName","/*<PromiseCompletionWalker>*/ this","getNonShadowedCompletionIdentifiers","","this.getNonShadowedCompletionIdentifiers((/*Args:*/<any>node))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitFunctionExpression","154.00012","TS.VariableDeclaration","","analyzer","PromiseCompletionWalker",""
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitFunctionExpression","154.00057","calls","/*<PromiseCompletionWalker>*/ this","getSourceFile","any","()"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitFunctionExpression","154.00057","pickUpedName","/*<PromiseCompletionWalker>*/ this","getSourceFile","","()"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitFunctionExpression","154.00093","Assign","analyzer","","PromiseCompletionWalker","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, this.getNonShadowedCompletionIdentifiers((/*Args:*/<any>node))))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitFunctionExpression","154.00093","ref.type","PromiseCompletionWalker","","",""
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitFunctionExpression","154.00093","pickUpedName","/*<PromiseCompletionWalker>*/ this","","","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, this.getNonShadowedCompletionIdentifiers((/*Args:*/<any>node))))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitFunctionExpression","154.00093","pickUpedName","/*<PromiseCompletionWalker>*/ this","walkerOptions","","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, this.getNonShadowedCompletionIdentifiers((/*Args:*/<any>node))))"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitFunctionExpression","155.00033","call.arguments[0]","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, this.getNonShadowedCompletionIdentifiers((/*Args:*/<any>node))))","visitNode","any","(/*Args:*/<any>node).body"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitFunctionExpression","155.00033","calls","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, this.getNonShadowedCompletionIdentifiers((/*Args:*/<any>node))))","visitNode","void","((/*Args:*/<any>node).body)"
"../tslint-microsoft-contrib-master/src/promiseMustCompleteRule.ts","PromiseCompletionWalker",".visitFunctionExpression","155.00039","Conditional","analyzer.isAlwaysCompleted()","","/*IfStatement*/ boolean/* no Else Clause*/","(new PromiseCompletionWalker(this.getSourceFile(), PromiseCompletionWalker.options, this.getNonShadowedCompletionIdentifiers((/*Args:*/<any>node)))).isAlwaysCompleted()"
